"id": "1","label": "InletTemp"#
2025/07/16 09:11:03#17
2025/07/16 09:21:03#17
2025/07/16 09:31:03#17
2025/07/16 09:41:03#17
2025/07/16 09:51:03#17
2025/07/16 10:01:03#17
2025/07/16 10:11:03#17
2025/07/16 10:21:03#17
2025/07/16 10:31:03#17
2025/07/16 10:41:03#17
2025/07/16 10:51:03#17
2025/07/16 11:01:03#17
2025/07/16 11:11:03#17
2025/07/16 11:21:03#17
2025/07/16 11:31:03#17
2025/07/16 11:41:03#17
2025/07/16 11:51:03#17
2025/07/16 12:01:03#17
2025/07/16 12:11:03#17
2025/07/16 12:21:03#17
2025/07/16 12:31:03#18
2025/07/16 12:41:03#18
2025/07/16 12:51:03#18
2025/07/16 13:01:03#18
2025/07/16 13:11:03#17
2025/07/16 13:21:03#17
2025/07/16 13:31:03#18
2025/07/16 13:41:03#18
2025/07/16 13:51:03#18
2025/07/16 14:01:03#18
2025/07/16 14:11:03#17
2025/07/16 14:21:03#17
2025/07/16 14:31:03#17
2025/07/16 14:41:03#17
2025/07/16 14:51:03#18
2025/07/16 15:01:03#17
2025/07/16 15:11:03#17
2025/07/16 15:21:03#18
2025/07/16 15:31:03#17
2025/07/16 15:41:03#17
2025/07/16 15:51:03#17
2025/07/16 16:01:03#17
2025/07/16 16:11:03#17
2025/07/16 16:21:03#17
2025/07/16 16:31:03#17
2025/07/16 16:41:03#18
2025/07/16 16:51:03#18
2025/07/16 17:01:03#17
2025/07/16 17:11:03#18
2025/07/16 17:21:03#18
2025/07/16 17:31:03#18
2025/07/16 17:41:03#18
2025/07/16 17:51:03#18
2025/07/16 18:01:03#18
2025/07/16 18:11:03#18
2025/07/16 18:21:03#17
2025/07/16 18:31:03#18
2025/07/16 18:41:03#18
2025/07/16 18:51:03#18
2025/07/16 19:01:03#18
2025/07/16 19:11:03#18
2025/07/16 19:21:03#18
2025/07/16 19:31:03#18
2025/07/16 19:41:03#17
2025/07/16 19:51:03#18
2025/07/16 20:01:03#18
2025/07/16 20:11:03#18
2025/07/16 20:21:03#18
2025/07/16 20:31:03#18
2025/07/16 20:41:03#18
2025/07/16 20:51:03#18
2025/07/16 21:01:03#17
2025/07/16 21:11:03#18
2025/07/16 21:21:03#18
2025/07/16 21:31:03#17
2025/07/16 21:41:03#18
2025/07/16 21:51:03#18
2025/07/16 22:01:03#18
2025/07/16 22:11:03#18
2025/07/16 22:21:03#18
2025/07/16 22:31:03#18
2025/07/16 22:41:03#18
2025/07/16 22:51:03#18
2025/07/16 23:01:03#18
2025/07/16 23:11:03#18
2025/07/16 23:21:03#18
2025/07/16 23:31:03#18
2025/07/16 23:41:03#18
2025/07/16 23:51:03#18
2025/07/17 00:01:03#18
2025/07/17 00:11:03#18
2025/07/17 00:21:03#18
2025/07/17 00:31:03#18
2025/07/17 00:41:03#18
2025/07/17 00:51:03#18
2025/07/17 01:01:03#18
2025/07/17 01:11:03#18
2025/07/17 01:21:03#18
2025/07/17 01:31:03#18
2025/07/17 01:41:03#18
2025/07/17 01:51:03#18
2025/07/17 02:01:03#18
2025/07/17 02:11:03#18
2025/07/17 02:21:03#18
2025/07/17 02:31:03#18
2025/07/17 02:41:03#18
2025/07/17 02:51:03#18
2025/07/17 03:01:03#18
2025/07/17 03:11:03#18
2025/07/17 03:21:03#18
2025/07/17 03:31:03#18
2025/07/17 03:41:03#18
2025/07/17 03:51:03#18
2025/07/17 04:01:03#18
2025/07/17 04:11:03#18
2025/07/17 04:21:03#18
2025/07/17 04:31:03#18
2025/07/17 04:41:03#18
2025/07/17 04:51:03#18
2025/07/17 05:01:03#18
2025/07/17 05:11:03#18
2025/07/17 05:21:03#18
2025/07/17 05:31:03#18
2025/07/17 05:41:03#18
2025/07/17 05:51:03#18
2025/07/17 06:01:03#18
2025/07/17 06:11:03#18
2025/07/17 06:21:03#18
2025/07/17 06:31:03#18
2025/07/17 06:41:03#18
2025/07/17 06:51:03#18
2025/07/17 07:01:03#19
2025/07/17 07:11:03#19
2025/07/17 07:21:03#18
2025/07/17 07:31:03#18
2025/07/17 07:41:03#18
2025/07/17 07:51:03#18
2025/07/17 08:01:03#18
2025/07/17 08:11:03#18
2025/07/17 08:21:03#18
2025/07/17 08:31:03#19
2025/07/17 08:41:03#18
2025/07/17 08:51:03#18
2025/07/17 09:01:03#18
2025/07/17 09:11:03#18
2025/07/17 09:21:03#18
2025/07/17 09:31:03#18
2025/07/17 09:41:03#18
2025/07/17 09:51:03#18
2025/07/17 10:01:03#18
2025/07/17 10:11:03#18
2025/07/17 10:21:03#19
2025/07/17 10:31:03#19
2025/07/17 10:41:03#19
2025/07/17 10:51:03#19
2025/07/17 11:01:03#19
2025/07/17 11:11:03#18
2025/07/17 11:21:03#19
2025/07/17 11:31:03#20
2025/07/17 11:41:03#19
2025/07/17 11:51:03#19
2025/07/17 12:01:03#19
2025/07/17 12:11:03#18
2025/07/17 12:21:03#18
2025/07/17 12:31:03#18
2025/07/17 12:41:03#18
2025/07/17 12:51:03#18
2025/07/17 13:01:03#18
2025/07/17 13:11:03#18
2025/07/17 13:21:03#18
2025/07/17 13:31:03#18
2025/07/17 13:41:03#18
2025/07/17 13:51:03#18
2025/07/17 14:01:03#18
2025/07/17 14:11:03#18
2025/07/17 14:21:03#18
2025/07/17 14:31:03#18
2025/07/17 14:41:03#18
2025/07/17 14:51:03#18
2025/07/17 15:01:03#18
2025/07/17 15:11:03#18
2025/07/17 15:21:03#18
2025/07/17 15:31:03#18
2025/07/17 15:41:03#18
2025/07/17 15:51:03#18
2025/07/17 16:01:03#18
2025/07/17 16:11:03#18
2025/07/17 16:21:03#18
2025/07/17 16:31:03#18
2025/07/17 16:41:03#18
2025/07/17 16:51:03#18
2025/07/17 17:01:03#18
2025/07/17 17:11:03#18
2025/07/17 17:21:03#18
2025/07/17 17:31:03#18
2025/07/17 17:41:03#18
2025/07/17 17:51:03#18
2025/07/17 18:01:03#18
2025/07/17 18:11:03#18
2025/07/17 18:21:03#18
2025/07/17 18:31:03#18
2025/07/17 18:41:03#18
2025/07/17 18:51:03#18
2025/07/17 19:01:03#18
2025/07/17 19:11:03#18
2025/07/17 19:21:03#18
2025/07/17 19:31:03#18
2025/07/17 19:41:03#18
2025/07/17 19:51:03#18
2025/07/17 20:01:03#18
2025/07/17 20:11:03#18
2025/07/17 20:21:03#18
2025/07/17 20:31:03#18
2025/07/17 20:41:03#18
2025/07/17 20:51:03#18
2025/07/17 21:01:03#18
2025/07/17 21:11:03#18
2025/07/17 21:21:03#18
2025/07/17 21:31:03#18
2025/07/17 21:41:03#18
2025/07/17 21:51:03#18
2025/07/17 22:01:03#18
2025/07/17 22:11:03#18
2025/07/17 22:21:03#18
2025/07/17 22:31:03#18
2025/07/17 22:41:03#18
2025/07/17 22:51:03#18
2025/07/17 23:01:03#18
2025/07/17 23:11:03#18
2025/07/17 23:21:03#18
2025/07/17 23:31:03#18
2025/07/17 23:41:03#18
2025/07/17 23:51:03#18
2025/07/18 00:01:03#18
2025/07/18 00:11:03#18
2025/07/18 00:21:03#18
2025/07/18 00:31:03#18
2025/07/18 00:41:03#18
2025/07/18 00:51:03#18
2025/07/18 01:01:03#19
2025/07/18 01:11:03#19
2025/07/18 01:21:03#18
2025/07/18 01:31:03#18
2025/07/18 01:41:03#18
2025/07/18 01:51:03#18
2025/07/18 02:01:03#19
2025/07/18 02:11:03#19
2025/07/18 02:21:03#18
2025/07/18 02:31:03#18
2025/07/18 02:41:03#18
2025/07/18 02:51:03#18
2025/07/18 03:01:03#18
2025/07/18 03:11:03#18
2025/07/18 03:21:03#18
2025/07/18 03:31:03#18
2025/07/18 03:41:03#18
2025/07/18 03:51:03#18
2025/07/18 04:01:03#18
2025/07/18 04:11:03#18
2025/07/18 04:21:03#18
2025/07/18 04:31:03#18
2025/07/18 04:41:03#18
2025/07/18 04:51:03#18
2025/07/18 05:01:03#18
2025/07/18 05:11:03#18
2025/07/18 05:21:03#18
