Expander Information:
Name                : Expander1(RAID Card1)

PHY error statistics:
PHY#,     Timestamp,               InvalidDwordCount,       LossDwordSynchCount,     PhyResetProblemCount,    RunningDisparityErrorCount
0,        2024-06-16 03:01:20,     0,                       0,                       0,                       0,
1,        2024-06-16 03:01:20,     0,                       0,                       0,                       0,
2,        2024-06-16 03:01:20,     0,                       0,                       0,                       0,
3,        2024-06-16 03:01:20,     0,                       0,                       0,                       0,
4,        2024-06-16 03:01:20,     0,                       0,                       0,                       0,
5,        2024-06-16 03:01:20,     0,                       0,                       0,                       0,
6,        2024-06-16 03:01:20,     0,                       0,                       0,                       0,
7,        2024-06-16 03:01:20,     0,                       0,                       0,                       0,
8,        2024-06-16 03:01:20,     0,                       0,                       0,                       0,
9,        2024-06-16 03:01:20,     0,                       0,                       0,                       0,
10,       2024-06-16 03:01:20,     0,                       0,                       0,                       0,
11,       2024-06-16 03:01:20,     0,                       0,                       0,                       0,
12,       2024-06-16 03:01:20,     0,                       0,                       0,                       0,
13,       2024-06-16 03:01:20,     0,                       0,                       0,                       0,
14,       2024-06-16 03:01:20,     0,                       0,                       0,                       0,
15,       2024-06-16 03:01:20,     0,                       0,                       0,                       0,
16,       2024-06-16 03:01:20,     24,                      0,                       0,                       24,
16,       2024-06-19 13:37:33,     0,                       0,                       0,                       0,
16,       2024-06-19 14:34:12,     24,                      0,                       0,                       24,
17,       2024-06-16 03:01:20,     26,                      0,                       0,                       26,
17,       2024-06-19 14:03:53,     0,                       0,                       0,                       0,
17,       2024-06-19 14:34:12,     26,                      0,                       0,                       26,
18,       2024-06-16 03:01:20,     25,                      0,                       0,                       25,
18,       2024-06-19 14:03:53,     0,                       0,                       0,                       0,
18,       2024-06-19 14:34:12,     25,                      0,                       0,                       25,
19,       2024-06-16 03:01:20,     24,                      0,                       0,                       24,
19,       2024-06-19 14:03:53,     0,                       0,                       0,                       0,
19,       2024-06-19 14:34:12,     24,                      0,                       0,                       24,
20,       2024-06-16 03:01:20,     18,                      0,                       0,                       18,
20,       2024-06-19 14:03:53,     0,                       0,                       0,                       0,
20,       2024-06-19 14:34:12,     18,                      0,                       0,                       18,
21,       2024-06-16 03:01:20,     18,                      0,                       0,                       18,
21,       2024-06-19 14:03:53,     0,                       0,                       0,                       0,
21,       2024-06-19 14:34:12,     18,                      0,                       0,                       18,
21,       2024-07-02 17:17:45,     0,                       0,                       0,                       0,
21,       2024-07-02 17:44:20,     18,                      0,                       0,                       18,
22,       2024-06-16 03:01:20,     20,                      0,                       0,                       20,
22,       2024-06-19 14:03:53,     0,                       0,                       0,                       0,
22,       2024-06-19 14:34:12,     20,                      0,                       0,                       20,
22,       2024-07-02 17:17:45,     0,                       0,                       0,                       0,
22,       2024-07-02 17:44:20,     20,                      0,                       0,                       20,
23,       2024-06-16 03:01:20,     18,                      0,                       0,                       18,
23,       2024-06-19 14:03:53,     0,                       0,                       0,                       0,
23,       2024-06-19 14:34:12,     18,                      0,                       0,                       18,
23,       2024-07-02 14:17:36,     0,                       0,                       0,                       0,
23,       2024-07-02 14:44:14,     18,                      0,                       0,                       18,
23,       2024-07-02 17:17:45,     0,                       0,                       0,                       0,
23,       2024-07-02 17:44:20,     18,                      0,                       0,                       18,
24,       2024-06-16 03:01:20,     0,                       0,                       0,                       0,
25,       2024-06-16 03:01:20,     0,                       0,                       0,                       0,
26,       2024-06-16 03:01:20,     0,                       0,                       0,                       0,
27,       2024-06-16 03:01:20,     0,                       0,                       0,                       0,
28,       2024-06-16 03:01:20,     0,                       0,                       0,                       0,
29,       2024-06-16 03:01:20,     0,                       0,                       0,                       0,
30,       2024-06-16 03:01:20,     0,                       0,                       0,                       0,
31,       2024-06-16 03:01:20,     0,                       0,                       0,                       0,
32,       2024-06-16 03:01:20,     0,                       0,                       0,                       0,
33,       2024-06-16 03:01:20,     0,                       0,                       0,                       0,
34,       2024-06-16 03:01:20,     0,                       0,                       0,                       0,
35,       2024-06-16 03:01:20,     0,                       0,                       0,                       0,
